,skills_clean,education,experience_years,job_role
8827,"('sales', 'sports knowledge', 'docker', 'communication', 'negotiation', 'numpy', 'azure', 'networking', 'business acumen', 'c++')",Bachelor's in Business,1,Sports Agent
8828,"('product strategy', 'mysql', 'user research', 'market analysis', 'shell scripting', 'communication', 'data analysis', 'css', 'leadership', 'business development')",Master's in Business,2,Product Manager
8829,"('training program development', 'assessment', 'database design', 'java', 'microservices', 'instructional design', 'communication', 'presentation', 'elearning')",Bachelor's in Education,2,Training Specialist
8830,"('adobe creative suite', 'flutter', 'writing', 'corporate law', 'ansible', 'figma', 'communication', 'strategic thinking', 'research', 'contract negotiation', 'security architecture')",Bar License,6,Corporate Lawyer
8831,"('problem solving', 'customer relations', 'seo', 'flask', 'store management', 'sales', 'mobile security', 'staff management', 'inventory', 'strategic planning')",High School,3,Store Manager
8832,"('technical skills', 'radiation safety', 'imaging technology', 'react', 'attention to detail', 'project management', 'patient care', 'user interface', 'communication', 'machine learning')",Associate in Radiography,4,Radiographer
8833,"('technical writing', 'kubernetes', 'sql', 'time management', 'java', 'spring boot', 'microservices', 'maven', 'redis', 'rest api')",Bachelor's in Computer Science,4,Java Backend Developer
8834,"('jupyter', 'warehouse management', 'safety', 'inventory control', 'leadership', 'staff management', 'organization', 'problem solving')",Bachelor's in Logistics,4,Warehouse Manager
8835,"('javascript', 'community management', 'documentation', 'analytics', 'machine learning', 'copywriting', 'social media strategy', 'content creation', 'platform knowledge')",Bachelor's in Marketing,1,Social Media Manager
8836,"('decision making', 'negotiation', 'python', 'product knowledge', 'account management', 'sales', 'relationship building', 'crm')",Bachelor's in Communications,2,Account Executive
8837,"('leadership', 'tableau', 'safety', 'navigation', 'problem solving', 'technical knowledge', 'creativity', 'deep learning', 'maritime law', 'java')",Captain License,5,Ship Captain
8838,"('documentation', 'creativity', 'jenkins', 'leadership', 'research', 'archives management', 'problem solving', 'preservation', 'angular', 'organization')",Master's in Archival Science,3,Archivist
8839,"('regulatory knowledge', 'mentoring', 'safety management', 'leadership', 'typescript', 'risk assessment', 'sql', 'css', 'problem solving', 'communication')",Safety Certification,2,Safety Engineer
8840,"('statistics', 'negotiation', 'sustainability', 'research', 'analysis', 'problem solving', 'technical knowledge', 'jenkins', 'shell scripting', 'environmental science')",Master's in Environmental Science,2,Environmental Scientist
8841,"('negotiation', 'aws', 'sql', 'security', 'web design', 'mongodb', 'database optimization', 'mobile ui/ux', 'backup recovery', 'redis', 'linux')",Bachelor's in IT,5,Database Administrator
8842,"('php', 'market research', 'theme development', 'mysql', 'p&l management', 'drupal', 'javascript', 'module development', 'kotlin')",Bachelor's in Computer Science,2,Drupal Developer
8843,"('shell scripting', 'mobile development', 'query optimization', 'kotlin', 'android development', 'coroutines', 'business development', 'problem solving', 'business acumen', 'java interop')",Bachelor's in Computer Science,3,Kotlin Developer
8844,"('management', 'staff management', 'community relations', 'prototyping', 'data analysis', 'educational leadership', 'vision', 'time management', 'budgeting')",Master's in Education,4,School Principal
8845,"('leadership', 'decision making', 'ethics', 'legal expertise', 'power bi', 'ci/cd', 'jira', 'fairness', 'flask', 'communication')",Judicial Appointment,13,Judge
8846,"('microservices', 'project management', 'diagnosis', 'communication', 'encryption', 'animal care', 'agile', 'problem solving', 'compassion', 'veterinary medicine', 'kotlin')",Doctor of Veterinary Medicine,3,Veterinarian
8847,"('conservation', 'mobile security', 'app testing', 'communication', 'environmental knowledge', 'law enforcement', 'jenkins', 'safety', 'problem solving')",Bachelor's in Environmental Science,3,Conservation Officer
8848,"('timeline management', 'database design', 'communication', 'team leadership', 'budget control', 'microservices', 'project management', 'documentation', 'risk management', 'user experience')",Bachelor's in Project Management,5,Project Manager
8849,"('numpy', 'graphic design', 'customer service', 'precision', 'sanitation', 'seo', 'nail care', 'artistry', 'communication')",Beauty School,2,Nail Technician
8850,"('p&l responsibility', 'leadership', 'data analysis', 'p&l management', 'css', 'decision making', 'communication', 'business management', 'problem solving', 'adobe creative suite', 'strategic planning')",Bachelor's in Business,7,General Manager
8851,"('vulnerability testing', 'reporting', 'problem solving', 'risk assessment', 'security testing', 'security tools', 'user experience', 'gcp', 'marketing')",Bachelor's in Cybersecurity,5,Security Tester
8852,"('hr systems', 'problem solving', 'cassandra', 'data analysis', 'mobile security', 'leadership', 'process management', 'compliance', 'flutter')",Bachelor's in HR,3,HR Operations Manager
8853,"('design knowledge', 'mentoring', 'creativity', 'oracle', 'communication', 'strategic thinking', 'leadership', 'team management', 'creative vision')",Master's in Creative Fields,4,Creative Director
8854,"('wildlife biology', 'angular', 'communication', 'javascript', 'problem solving', 'data analysis', 'c++', 'research', 'field work')",Bachelor's in Biology,1,Wildlife Biologist
8855,"('negotiation', 'networking', 'mongodb', 'sales', 'nosql', 'problem solving', 'business development strategy', 'creativity', 'market analysis', 'communication', 'microservices')",Bachelor's in Business,6,Business Development Manager
8856,"('database design', 'problem solving', 'diesel engines', 'vue.js', 'safety', 'equipment knowledge', 'troubleshooting', 'technical skills')",Diesel Certification,4,Diesel Mechanic
8857,"('presentation skills', 'adobe creative suite', 'research', 'laboratory work', 'typescript', 'kotlin', 'tensorflow', 'data analysis', 'precision', 'microbiology', 'problem solving')",Master's in Microbiology,4,Microbiologist
8858,"('route planning', 'safety', 'web design', 'driving', 'responsibility', 'flutter', 'vehicle maintenance', 'cloudformation', 'deep learning', 'time management', 'jenkins')",Commercial Driver's License,2,Truck Driver
8859,"('cloud platforms', 'analytics', 'data modeling', 'dbt', 'react native', 'sql', 'app testing', 'python')",Bachelor's in Computer Science,3,Analytics Engineer
8860,"('responsive design', 'mentoring', 'leadership', 'communication', 'deep learning', 'problem solving', 'graphic design', 'architecture', 'mysql', 'code review', 'kotlin')",Bachelor's in Computer Science,6,Technical Lead
8861,"('data analysis', 'flutter', 'python', 'communication', 'customer service', 'deep learning', 'hardware', 'troubleshooting', 'rest api', 'technical support', 'software')",High School,3,IT Help Desk Technician
8862,"('creativity', 'penetration testing', 'photography/videography', 'communication', 'social media', 'content creation', 'cloudformation', 'rest api', 'decision making', 'analytics')",Social Media Certification,1,Social Media Content Creator
8863,"('python', 'visualization', 'data analysis', 'critical thinking', 'documentation', 'jupyter notebooks', 'collaboration', 'scala')",Data Science Certificate,1,Jupyter Developer
8864,"('node.js', 'matlab', 'physics', 'aerodynamics', 'design', 'cad', 'structural analysis', 'decision making')",Bachelor's in Aerospace Engineering,4,Aerospace Engineer
8865,"('selling', 'product knowledge', 'security architecture', 'client relationships', 'negotiation', 'ci/cd', 'risk assessment', 'web accessibility', 'communication', 'crm')",Bachelor's in Business,0,Sales Executive
8866,"('c#', 'creativity', 'unreal engine', 'unity', 'mentoring', 'ar/vr platforms', 'marketing', '3d graphics', 'react native', 'problem solving')",Bachelor's in Computer Science,3,AR/VR Developer
8867,"('firewalls', 'api integration', 'typescript', 'javascript', 'rxjs', 'angular', 'seo', 'css', 'sql')",Bachelor's in Computer Science,1,Angular Developer
8868,"('marketing', 'app testing', 'instructional design', 'assessment', 'elearning', 'training program development', 'presentation', 'communication')",Bachelor's in HR,1,Training Specialist
8869,"('problem solving', 'medical knowledge', 'numpy', 'node.js', 'patient communication', 'empathy', 'treatment planning', 'psychiatric diagnosis')",Psychiatry Residency,5,Psychiatrist
8870,"('ethics', 'perl', 'leadership', 'communication', 'adaptability', 'decision making', 'fairness', 'legal expertise')",Judicial Appointment,13,Judge
8871,"('scrum', 'attention to detail', 'budget planning', 'nosql', 'excel', 'agile', 'forecasting', 'mobile security', 'communication', 'adobe creative suite', 'financial analysis')",Bachelor's in Accounting,3,Budget Analyst
8872,"('rust', 'problem solving', 'leadership', 'adaptability', 'performance metrics', 'communication', 'team management', 'go', 'customer service')",Management Experience,4,Call Center Manager
8873,"('confluence', 'ansible', 'user interface', 'terraform', 'teamwork', 'accuracy', 'penetration testing', 'speed', 'food safety', 'kitchen skills', 'cooking')",Culinary School,4,Line Cook
8874,"('real estate knowledge', 'communication', 'negotiation', 'mysql', 'business development', 'encryption', 'scrum', 'sales leadership', 'team management')",Bachelor's in Business,7,Real Estate Broker
8875,"('flutter', 'blockchain technology', 'node.js', 'compliance', 'cassandra', 'solidity', 'problem solving', 'python', 'smart contracts', 'market research', 'cryptocurrency')",Blockchain Certification,5,Blockchain Developer
8876,"('decision making', 'statistics', 'visualization', 'web accessibility', 'encryption', 'problem solving', 'statistical analysis', 'sql', 'data management', 'sas')",Bachelor's in Statistics,3,SAS Programmer
8877,"('risk assessment', 'audit procedures', 'compliance', 'scikit-learn', 'creativity', 'internal controls', 'leadership', 'pytorch', 'communication')",CPA,7,Audit Manager
8878,"('sustainability', 'equipment', 'leadership', 'farm management', 'scala', 'crop knowledge', 'business acumen', 'web design')",Bachelor's in Agriculture,5,Farm Manager
8879,"('cloudformation', 'html', 'problem solving', 'jmeter', 'statistics', 'sql', 'reporting', 'load testing', 'performance testing', 'analysis')",Bachelor's in IT,3,Performance Tester
8880,"('attention to detail', 'analysis', 'vue.js', 'lab testing', 'accuracy', 'cloudformation', 'equipment operation', 'quality control', 'documentation', 'project management')",Bachelor's in Medical Technology,1,Medical Technologist
8881,"('scikit-learn', 'cloudformation', 'attention to detail', 'writing', 'content editing', 'communication', 'android', 'postgresql', 'c++', 'management', 'organization')",Bachelor's in Journalism,5,Editor
8882,"('technical knowledge', 'communication', 'coordination', 'documentation', 'project management', 'network security', 'problem solving', 'user experience', 'agile')",Bachelor's in Engineering,4,Project Engineer
8883,"('python', 'statistical analysis', 'excel', 'agile', 'kubernetes', 'sql', 'scrum', 'tableau', 'data visualization')",Bachelor's in Statistics,4,Data Analyst
8884,"('python', 'networking', 'swift', 'windows server', 'security', 'troubleshooting', 'linux', 'pytorch', 'active directory')",Bachelor's in IT,1,Systems Administrator
8885,"('creativity', 'leadership', 'culinary skills', 'food safety', 'kitchen management', 'graphql', 'adaptability', 'training')",Culinary School,3,Sous Chef
8886,"('ci/cd', 'market research', 'css', 'financial analysis', 'sql', 'power bi', 'data visualization', 'dashboard design', 'tableau', 'analytics', 'communication')",Bachelor's in IT,4,Tableau Specialist
